"","sp500","nasdaq","s.fin","s.tech","s.hc","s.energy","s.ind","s.cd","s.cs","s.util","s.mat","s.bio"
"2011-07-29",5061190000,1846100,98119500,11477500,18230600,17335600,27382200,9134000,12659700,10200600,13326500,768300
"2011-08-01",4967390000,2260400,91890700,11998100,27608500,21985000,36471600,8141700,11186600,7551600,14542400,543300
"2011-08-02",5206290000,2769400,142203800,21124100,23052100,27201200,43640200,12166200,12283100,9369300,20799100,1419900
"2011-08-03",6446940000,2267000,150485400,21535600,23351200,35564000,49331300,13997500,13508500,12982500,19479800,1963500
"2011-08-04",4266530000,3477200,228842600,33695900,26524200,54526900,49619600,23055400,18917200,17028100,39007900,3365100
"2011-08-05",5454590000,5748300,220311200,32841700,34270900,66409400,67180800,24836400,24268500,21967400,33005000,1576500
"2011-08-08",2615150000,5791100,320107700,44960800,35749300,55993200,64519200,26310700,25886700,17828000,37772400,2074200
"2011-08-09",2366660000,5420600,203780700,41803000,33607200,50399100,55589000,25261000,28746500,24730400,31471000,2955300
"2011-08-10",5018070000,4659900,333138800,34620600,31686400,49373700,45042000,23240400,22101900,16835700,32877300,1677000
"2011-08-11",3685050000,4402500,342125500,31596500,23576700,42032600,40559500,19358400,20124800,17466500,27549300,1977600
"2011-08-12",5640380000,2193900,167083100,14585900,14175900,26550500,29823800,10715600,12733300,9703800,14884700,698400
"2011-08-15",4272850000,1309300,140239800,34968200,22841300,29310600,36619200,21470900,23864000,27835500,27846800,1389300
"2011-08-16",5071600000,5510800,128292900,20233200,16553800,29945200,29966700,9129600,13192800,11301900,16358000,1833900
"2011-08-17",4388340000,1715500,117996700,21577300,12656600,21663900,28800600,9699600,12507900,13993600,13762600,920700
"2011-08-18",3234810000,2397700,208364100,30947500,14270400,37247700,36126900,17188600,17609500,22506900,26537700,1367100
"2011-08-19",5167560000,1876800,155535600,37744700,18010300,27318700,36632900,15118200,14881200,15167300,19462400,859800
"2011-08-22",5436260000,1646100,127443000,20322400,11770100,24525400,26082800,10965700,8849500,19818300,12404700,882300
"2011-08-23",5013170000,3034400,170500500,18570200,12479500,35853500,30759300,9892600,12722300,15727500,15683400,701700
"2011-08-24",5315310000,2045400,161958900,22489300,11758600,18867800,19658800,10335200,12641800,14302400,9513700,1173300
"2011-08-25",5748420000,1668300,234626700,20437800,15550800,26792700,23237000,11603900,13771600,14284900,11353700,737400
"2011-08-26",5035320000,1532100,121201400,23166400,12478900,23836100,24837300,10999400,9421300,12521900,14517800,687600
"2011-08-29",4228070000,1875900,119732300,19926000,11473900,35543200,22386300,9910200,13124600,14857100,12789400,622800
"2011-08-30",4572570000,1888800,107048300,12470200,11804700,19838300,25620800,13723000,10714600,7754600,13199100,800400
"2011-08-31",5267840000,2442400,107177300,12260300,10386100,24484800,32650500,8406900,8987800,9643700,12371800,634500
"2011-09-01",4780410000,1780500,123459500,11321600,9625000,21294200,39363900,9822200,11725100,10671200,12620400,897900
"2011-09-02",4401740000,1891800,131594500,14339500,11320900,20851000,30905300,12263800,10867700,8912500,13176600,1211400
"2011-09-06",5103980000,3607800,138630600,11431600,44453200,19355500,25692100,8781000,11784300,11566600,13606600,848100
"2011-09-07",4441040000,3606600,141058800,10757700,10855700,18525700,26052400,8546500,8986300,7569600,12763100,800100
"2011-09-08",4465170000,2582100,104926900,9456000,9130800,18489100,24264700,7434000,6404100,6843300,11595300,599100
"2011-09-09",4586370000,2412600,158558700,16506900,16098500,35039400,34468600,11124000,12023400,14075500,18916700,629100
"2011-09-12",5168550000,2985800,144663300,11252600,13393200,25756900,30422400,8871600,10435500,7650400,13764600,642900
"2011-09-13",4681370000,2835100,121317300,16342200,11253500,28204500,41508700,8314600,8857000,7174800,13515300,534600
"2011-09-14",4986740000,3095900,124639200,16810800,14000300,25715900,35106900,10082300,12343400,7024700,18004000,414600
"2011-09-15",4479730000,4164300,128471500,12576900,12105200,17331200,32996200,7848600,9792100,5911000,12980900,371100
"2011-09-16",5248890000,6976300,97875300,15003600,11861400,23036400,30668200,11630800,12832500,8065600,12404400,1297200
"2011-09-19",4254190000,2657900,127818500,11764400,11646000,20859900,25728600,6554100,6738300,7280600,11094000,1048500
"2011-09-20",4315610000,2512100,68153400,24734100,10829700,20134400,24276800,13814700,7135800,18209200,14175700,391200
"2011-09-21",4728550000,2741800,147554700,22080800,14044800,26782900,39438900,14209400,12112100,13772200,27017200,776100
"2011-09-22",6703140000,4815300,251432900,41231000,26670000,38066000,49906200,28196100,19977700,27630100,30879400,1024500
"2011-09-23",5639930000,2849500,146697900,26098900,17981500,32795300,40959900,16589600,13093900,12022800,23723200,1161000
"2011-09-26",4762830000,2534400,136811800,20508100,13336900,34393200,28701200,14192800,12087800,10965900,18990600,1514100
"2011-09-27",5548130000,3115400,173008500,21943400,14319000,32486200,31931700,12552600,15290000,9169900,20175600,790500
"2011-09-28",4787920000,2615500,126402100,12328800,15072000,23093300,22879400,9743100,12298000,12533600,22466100,2352900
"2011-09-29",5285740000,3014300,126952700,19692900,12782900,22869500,25937500,13368400,8661200,12233000,20068900,1116300
"2011-09-30",4416790000,2157800,118365900,16486600,10356100,29729400,35514500,13225700,14873200,10459700,18112500,1129200
"2011-10-03",5670340000,2649200,197426300,23539400,48032100,35065300,31693400,22001300,17137600,15331700,19323600,1037700
"2011-10-04",3714670000,3855800,275785900,16976100,20949700,41365500,37532700,17657700,15177200,22271100,25091300,1317000
"2011-10-05",2510620000,3844000,148534000,13240100,16962400,37565000,26507900,14089300,9942200,13081300,21033800,1241400
"2011-10-06",5098330000,1827100,171494100,10667400,9795500,23817200,18317500,8903100,9943700,12192800,20876700,946500
"2011-10-07",5580380000,2798600,189703500,9772600,10780900,24389600,26463200,11920000,10812600,10608000,17670700,763800
"2011-10-10",4446800000,1834700,121636500,8208300,6615000,17908000,19918900,6577300,5672200,6792200,10692600,936000
"2011-10-11",4424500000,1771500,118209200,10772300,5107500,22428000,17798900,7980000,5435700,12097400,10102600,450900
"2011-10-12",5355360000,4614500,156456200,9613300,8411100,18631200,26361000,9778400,7715400,6453000,12447800,543300
"2011-10-13",4436270000,2738200,143400200,9975700,5970000,15159200,14207000,8828400,4139700,7803900,9244300,496800
"2011-10-14",4116690000,1958000,149084500,11503000,6229400,16616000,12087800,6166900,4205100,9624800,9449000,1044000
"2011-10-17",4300700000,1654800,108158400,8901300,6750800,18806400,15218300,5927800,5765900,4726900,9616000,448500
"2011-10-18",4840170000,4225000,226470000,8709800,9932600,24455300,22586500,11290000,14981300,10923600,17306400,924000
"2011-10-19",4846390000,2383300,163000700,12244800,6233500,24029000,14325500,7405400,7398600,8798200,11207900,771000
"2011-10-20",4870290000,2253100,152230200,8937700,6920500,21877500,17668000,8995500,6276700,5656500,15064200,258300
"2011-10-21",4980770000,2478300,210757900,9792300,6784700,24170100,17444000,10418600,13734900,7494500,12783300,236400
"2011-10-24",4309380000,2112300,125120100,12652600,36228400,22972500,20781300,13107600,9755200,8565600,9960500,618000
"2011-10-25",4473970000,3337900,169801600,12035000,8333400,21918300,21930900,11092100,13392900,9675200,13042100,419100
"2011-10-26",4873530000,5139800,167673800,7495100,8655700,18182400,19522200,16208100,5286200,8363500,12856000,364200
"2011-10-27",6367610000,3820900,286446900,13941100,16385700,31182400,27019600,12983600,21683000,13191000,20812800,2093400
"2011-10-28",4536690000,2202200,167421500,9005800,10215300,17511200,11953200,9072200,11994500,11931800,9937100,377100
"2011-10-31",4310210000,1852700,135847400,6431200,12897900,21955100,14055300,6493500,8271600,5709600,14029400,485700
"2011-11-01",5645540000,7360900,263955800,16598300,13507200,41742200,33656400,10708600,18721200,12200800,23038900,1201500
"2011-11-02",4110530000,2777700,141886400,8999700,6063500,20309400,15434600,5430700,4854400,9590300,13058600,290100
"2011-11-03",4849140000,2760900,137635600,11639600,7748400,19712200,18669300,6738400,5172100,10418300,15001800,672600
"2011-11-04",3830650000,1929300,114088900,5693900,5672500,12552900,12744600,4696700,4886300,5633100,10141000,1106700
"2011-11-07",3429740000,1503400,101449600,6382500,5520200,13468900,14388400,4544100,4930100,5037700,9366700,975000
"2011-11-08",3908490000,2072400,140400100,7238100,4987600,19152700,16127700,8445700,5827200,6099400,15180700,723600
"2011-11-09",4659740000,3152200,144136500,10394800,13047000,25271600,23690600,6888200,6187700,8024300,22996500,697200
"2011-11-10",4002760000,2013200,175243100,5727100,6093300,20353600,23184700,6754400,4501200,7519900,12748300,572400
"2011-11-11",3370180000,1875800,113960500,4938600,7084000,14401500,13918200,6706500,3135400,4165900,10544900,442800
"2011-11-14",3219680000,1835900,77723200,3261000,4100200,15382500,11332300,3483800,2725900,8015400,9578400,276300
"2011-11-15",3599300000,1659400,110939500,7742800,5627500,16674700,12431600,3898100,6358400,4313500,9116700,272700
"2011-11-16",4085010000,2637900,112264800,8741500,10464700,21941100,14013800,4901800,7333200,5745900,11941600,553800
"2011-11-17",4596450000,2156400,178507500,12498300,10134200,25535900,23763800,6999700,6726800,5649400,20005500,361200
"2011-11-18",3827610000,1336600,104695500,7296900,6194700,26951700,13851100,3869900,8138700,4830000,13980800,538200
"2011-11-21",4050070000,1729400,120345300,9413000,7436600,20008300,18028600,5852300,21788100,6911400,15830700,1845000
"2011-11-22",3911710000,1418800,81508900,7067800,5160500,18696300,19366600,3932800,5769000,15888700,15020600,611400
"2011-11-23",3798940000,1815500,101619600,12536800,6472400,21787600,18880000,4668900,5091300,6271700,14462600,761100
"2011-11-25",1664200000,838300,39104000,7065900,2497600,7149800,7025200,2988700,3223600,2689700,4443500,132900
"2011-11-28",3920750000,1762400,84348100,9795900,7381200,21849800,15618000,5567200,6760300,4865600,12385200,1027200
"2011-11-29",3992650000,961400,78328700,4765500,4789900,14477100,18321400,4841600,4812400,4731800,11599700,329700
"2011-11-30",5801910000,2562100,168795200,13730300,13397100,32999600,23767800,8710200,7078000,7202400,20043600,633300
"2011-12-01",3818680000,1777300,84288000,7979700,5970200,16332300,17912100,4376000,11693700,5685500,12236000,310800
"2011-12-02",4144310000,1771500,157736500,5542400,15173400,14939700,18373000,5729400,5688600,11776200,10498000,387300
"2011-12-05",4148060000,1557900,124016400,6084000,43739100,14862000,17993100,4591700,7178500,7172900,10818500,336900
"2011-12-06",3734230000,1135300,69770600,5866600,5064200,13859400,12618300,6142100,5993000,5373100,10734800,1141200
"2011-12-07",4160540000,2433500,112741700,5825300,6479800,17144300,25265900,4717900,5951300,5277700,11917200,283800
"2011-12-08",4298370000,2547100,150280800,6816100,7784600,17144900,17456600,6413700,5215300,6902600,13764400,288900
"2011-12-09",3830610000,1974600,120871300,8280600,5605900,15518300,22390300,6603100,3885100,11489300,13673400,222300
"2011-12-12",3600570000,2003600,120333300,58171000,5421500,19314900,15878100,14243900,5890500,10144600,17075500,461100
"2011-12-13",4121570000,1855800,149126700,11729800,5022800,18638800,25786600,7897800,6460700,6870400,16842400,567600
"2011-12-14",4298290000,1597400,117957200,13896700,5186800,26684300,19622000,7996500,5653200,6107200,19470400,312600
"2011-12-15",3810340000,1260500,75845700,9474000,6535300,17749300,14535100,7489400,7244100,9144300,11260700,201000
"2011-12-16",5345800000,1900400,122441700,19699500,5777300,21970600,35073700,12432000,9366600,7767600,16181200,371700
"2011-12-19",3659820000,1286800,81936000,10153200,4601700,12537400,16276600,5161400,4628900,6709400,12980700,385800
"2011-12-20",4055590000,1282900,126622600,8962800,5208900,12663300,24973900,5791700,6064300,6544900,16250400,403500
"2011-12-21",2959020000,1210700,98054000,9106300,5196900,12025800,18990000,3355500,8074800,9672300,9611300,438600
"2011-12-22",3492250000,991900,79959600,4686900,3699900,10988100,12781100,3421700,4135700,4085400,7612300,251400
"2011-12-23",2233830000,442800,37730300,4745300,2240300,5214100,5526300,1991600,5227700,3219100,5416300,245100
"2011-12-27",2130590000,707600,33277800,2789000,2224100,5630300,5313800,2113100,3918400,3242800,2923500,275400
"2011-12-28",2349980000,737100,52844300,4851300,5908200,11320700,10798600,2668000,3647100,3152600,6304300,142200
"2011-12-29",2278130000,490500,46397800,5888900,4775400,7702100,6053600,2319700,2933300,3962500,4276800,253500
"2011-12-30",2271850000,634700,34132000,3751300,2711600,6580000,4281700,1987600,2935100,4092800,3605100,904500
"2012-01-03",3943710000,1468800,103362000,26839900,18864300,24254800,19704600,12055500,20757900,19184900,11213800,287400
"2012-01-04",3592580000,1100900,69833800,4744300,6174000,14018500,10290300,3118300,6855200,5775100,8772400,145200
"2012-01-05",4315950000,1072200,89935200,6756900,5939700,12674700,8828900,4576300,4563000,12110000,7783700,829200
"2012-01-06",3656830000,1192400,83878600,4989200,6762500,8893100,8702400,3092600,6365900,7305500,7218700,722100
"2012-01-09",3371600000,863900,69189500,4086600,10695300,12043200,15523400,3071400,3304900,4527300,9204600,1847700
"2012-01-10",4221960000,2647200,86035000,5733100,7122300,13633400,17201200,3856500,5053600,4508600,9962600,1596600
"2012-01-11",3968120000,2563700,80938900,4153800,3501000,13472000,9828900,2610500,5384000,6163000,7065300,1037100
"2012-01-12",4019890000,1535800,94107100,4865500,3404900,19704800,9283500,2094100,4733100,6007600,11152600,934800
"2012-01-13",3692370000,1057800,95008900,5971500,4826800,16217400,10858400,3423200,5589000,6016900,8419400,408900
"2012-01-17",4010490000,1062100,89019600,5533100,5792900,12527000,10633500,2358700,6746500,6638200,11880600,768300
"2012-01-18",4096160000,1204000,118473900,7209400,6940400,15361800,15984200,4465000,5147100,5943200,7823200,308700
"2012-01-19",4465890000,1058000,131377200,7425200,4447600,13304400,9950600,3951700,5962200,7629100,8192600,602700
"2012-01-20",3912620000,1391200,114827300,13360300,7768900,15393300,11160200,6034000,11017800,6336800,5572600,741900
"2012-01-23",3770910000,936100,99325900,29022200,5658200,12987000,13137700,2931200,21798800,24398000,6993300,431400
"2012-01-24",3693560000,1444900,80650000,5750900,4382200,10617200,5679000,2817500,5885300,4996400,6596400,807300
"2012-01-25",4410910000,1319200,103761900,17934200,6827200,19638100,13684300,4075500,7762100,12932300,8389800,816900
"2012-01-26",4522070000,1933300,104215400,8712900,5074500,16979200,11594900,3739900,6762500,7350500,8619800,1507500
"2012-01-27",4007380000,1453800,103542300,8260200,3500700,9224100,6931100,3381400,5682200,8097800,6150500,780900
"2012-01-30",3659010000,1756300,71714400,7691200,5297700,13625800,9735600,4951600,9643100,9475100,9225700,2197500
"2012-01-31",4235550000,3010000,82584300,8089300,7538700,14680900,18226900,3414200,5873600,7359900,11363800,609000
"2012-02-01",4504360000,2447700,87912300,8972400,13009200,12776500,11770900,5627200,9539000,8196500,15190200,1686300
"2012-02-02",4120920000,3602700,65660100,6020500,5953400,15471100,9223800,3607100,5452400,8038600,7593200,765000
"2012-02-03",4608550000,3356700,106830700,7393200,8292500,14996500,11529700,5561800,6662400,9231500,9877900,580200
"2012-02-06",3379700000,2080200,55279600,6700600,4095400,13384600,8686800,2585800,7380000,6077000,5685200,949800
"2012-02-07",3742460000,2085800,56189600,7388000,3442200,17548700,9038900,9408600,11209400,6928900,11790600,1159200
"2012-02-08",4096730000,2748400,66141900,11494900,4758300,11027800,10111800,4260900,4694700,6418300,6044900,1079100
"2012-02-09",4209890000,1857900,95860800,9486400,6164500,9605400,9383900,4129400,5976200,6858400,7649700,727200
"2012-02-10",3877580000,1819600,79561600,6369500,3648100,14837000,14726700,3183500,4576400,4558600,11266600,768300
"2012-02-13",3618040000,1969800,57901500,8422000,5493800,9914300,16480700,4839600,5427400,6714900,6425100,647700
"2012-02-14",3889520000,1548400,99205000,6543000,4253200,14547900,13354100,3854100,4678700,5586600,11037500,523800
"2012-02-15",4080340000,2006600,93529500,12213100,5725300,14739400,18457100,4970400,5330400,7347600,11055000,340800
"2012-02-16",4108880000,2256000,96074300,10047800,5059900,18101600,12220200,4967500,4185900,7382200,10222000,367200
